"","AR","AR+PC","Ridge","LASSO","RF (4 lags)","RF","date"
"197",18.8488099902211,17.1801049843019,15.9083833241636,16.2579047461148,16.6309413771314,16.1956150390138,2016-07-01
"198",18.8589649906768,17.1983678149218,16.0199581377463,16.2881417806603,16.6520863110723,16.233036234406,2016-08-01
"199",18.8590699350694,17.2038932635069,16.0279371882338,16.2884774217223,16.6571234219298,16.2336994603855,2016-09-01
"200",18.8594060727268,17.2043565046371,16.0279918234932,16.2884950804166,16.6571234589822,16.2336999705981,2016-10-01
"201",18.8672271963783,17.217254115305,16.0300655332192,16.2965734481618,16.6631939166928,16.2429314358749,2016-11-01
"202",18.8734516130186,17.2816396955188,16.149553752826,16.321007133685,16.6736553580366,16.2646044604472,2016-12-01
"203",18.8894963041359,17.2824105692412,16.1498885873253,16.324624270424,16.6988114090508,16.2762395298082,2017-01-01
"204",18.947448831845,17.2908856936929,16.1622944758426,16.3379737273557,16.7006181700995,16.2807433906376,2017-02-01
"205",18.9799826819112,17.2927976755469,16.1751939366929,16.3661019937058,16.732572122012,16.3088022146547,2017-03-01
"206",18.9903427575204,17.2997512931785,16.17658770946,16.3834111698001,16.7394145637615,16.3176279898243,2017-04-01
"207",19.1161229217924,17.4187206431598,16.2989301318535,16.5141449301361,16.8316022512681,16.4080528573957,2017-05-01
"208",19.1253250442565,17.4330095255938,16.3193056228311,16.5150251062998,16.8356114589979,16.4093402485853,2017-06-01
"209",19.1589724132769,17.4579141916406,16.3266965734924,16.5243348757082,16.874406219274,16.4501222645964,2017-07-01
"210",19.2260609306541,17.530259947356,16.3884286128299,16.5690936530939,16.9020298825075,16.4890177705431,2017-08-01
"211",19.2938991388293,17.607770949622,16.4437986034316,16.6547745177275,17.0274955180325,16.5811137755351,2017-09-01
"212",19.4126307842422,17.7446233641948,16.5692660814756,16.7674470211857,17.0724598345919,16.6261487605255,2017-10-01
"213",19.4560329321259,17.8068980116423,16.663443283263,16.7840114450901,17.1244714989324,16.663784105636,2017-11-01
"214",19.4996667946637,17.8353882324001,16.7295187956576,16.8065298134936,17.1343324680806,16.6806581340796,2017-12-01
"215",19.5369791641158,17.9245548845501,16.7649891050088,16.8489683544374,17.2174940191325,16.7485187364345,2018-01-01
"216",19.5491251743413,17.9464851431862,16.7820374948174,16.8597621114818,17.2176445062963,16.7535074457088,2018-02-01
"217",19.5683591698851,17.9467785739568,16.7824959713666,16.8702513882176,17.2233017664434,16.7562554586113,2018-03-01
"218",19.5825895273305,17.9802142203794,16.8262303389018,16.8813217081684,17.2477075774232,16.7809849511333,2018-04-01
"219",19.5944378246966,17.9908738067052,16.8277564158852,16.8906735170428,17.2477449422564,16.7815644196903,2018-05-01
"220",19.5966830509629,17.9926705940538,16.8283554581216,16.8991590711228,17.252411923992,16.7871801127093,2018-06-01
"221",19.6139741785617,17.9967567647978,16.8297943905598,16.9025623564744,17.256433136672,16.7892585322792,2018-07-01
"222",19.6140229193806,17.9970804648344,16.8349134666633,16.9076053395907,17.2568988566535,16.7918372547854,2018-08-01
"223",19.614526611572,17.9995458549753,16.8366690851557,16.9076590849344,17.2569772675553,16.7921368183526,2018-09-01
"224",19.6228733515435,18.002308589119,16.8463986509715,16.9084845928061,17.2606458938815,16.8025524547734,2018-10-01
"225",19.7146388603541,18.0759271748202,16.9245823829037,16.982028624714,17.3283550006358,16.8787121592454,2018-11-01
"226",19.7499038787723,18.0795209466078,16.9264587063372,17.0040482878791,17.3729815507293,16.9247763452133,2018-12-01
"227",19.7540671425911,18.0795746579408,16.9357233851781,17.0197965147279,17.3840790377943,16.929163582643,2019-01-01
"228",19.7653223542679,18.0911566277945,16.9381856099853,17.0198025246311,17.3843929968246,16.9295128316982,2019-02-01
"229",19.8372780918728,18.1316690654922,16.9721409563405,17.0665368397742,17.4253848737019,16.9625845306622,2019-03-01
"230",19.8493042336092,18.1462736721347,17.008307091778,17.0798343276876,17.4871566957739,17.0241120993856,2019-04-01
"231",19.9658883659191,18.2472491925209,17.176262258192,17.2137630653678,17.5309083335199,17.0717368319243,2019-05-01
"232",19.972450447999,18.2480691569624,17.1962683375264,17.2171098327405,17.5315964999461,17.0746324533561,2019-06-01
"233",19.9727946539234,18.2485056454455,17.2047425945647,17.2174459299667,17.5319271926141,17.0747099600454,2019-07-01
"234",19.9911186420274,18.2936467777596,17.3603093939341,17.280904498605,17.5638379784116,17.1233484817922,2019-08-01
"235",19.9939266177902,18.2966622209609,17.4323087483079,17.2818181598829,17.5639219393979,17.1233504439417,2019-09-01
"236",20.0145177503917,18.2980423821977,17.4343271586544,17.2842694599022,17.5805150455866,17.1413344030809,2019-10-01
"237",20.0179196101804,18.299335566601,17.4478634527309,17.2842892132039,17.5831127850482,17.1416265332467,2019-11-01
"238",20.0360313659196,18.3223712114872,17.6068839263261,17.3303276911171,17.5980446980347,17.1596134239784,2019-12-01
"239",20.0370991961327,18.3224463456471,17.6132426524263,17.3305844122125,17.5980722658443,17.1596141201321,2020-01-01
